search URL:,https://patents.google.com/?q=G06N5%252f022
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9799102-B2,Smoothing images using machine learning ,Adobe Systems Incorporated,"Nathan A. Carr, Zhaowen Wang, Duygu Ceylan, I-Chao Shen",2015-12-02,2015-12-02,2017-10-24,2017-10-24,https://patents.google.com/patent/US9799102B2/en,https://patentimages.storage.googleapis.com/b7/f2/20/a3e596a1cd2426/US09799102-20171024-D00000.png
CN-105830060-B,"Information processing apparatus, information processing program, storage medium, and information processing method ",富士施乐株式会社,渡部雅夫,2014-02-06,2014-08-25,2020-12-11,2020-12-11,https://patents.google.com/patent/CN105830060B/en,https://patentimages.storage.googleapis.com/bb/b7/bb/a67295f7bd63cb/HDA0001015241090000011.png
US-2020125962-A1,Runtime prediction for a critical path of a workflow ,CA Software Österreich GmbH,Gardiner Whitehead von Trapp,2018-10-19,2018-10-19,2020-04-23,,https://patents.google.com/patent/US20200125962A1/en,https://patentimages.storage.googleapis.com/c1/16/3a/893e4985a9f8fa/US20200125962A1-20200423-D00000.png
US-2020134479-A1,Fine-grained forecast data management ,"Nutanix, Inc.",Ranjan Parthasarathy,2018-10-31,2018-10-31,2020-04-30,,https://patents.google.com/patent/US20200134479A1/en,https://patentimages.storage.googleapis.com/91/f3/c4/abb38a3557d092/US20200134479A1-20200430-D00000.png
US-11170016-B2,Navigating hierarchical components based on an expansion recommendation machine learning model ,Splunk Inc.,"Dipock Das, Dayanand Pochugari, Neeraj Verma, Nikesh Padakanti, Aungon Nag Radon, Anand Srinivasabagavathar, Adam Oliner",2017-07-29,2017-07-29,2021-11-09,2021-11-09,https://patents.google.com/patent/US11170016B2/en,https://patentimages.storage.googleapis.com/10/d2/09/30b864f73703fe/US11170016-20211109-D00000.png
US-2019369570-A1,System and method for automatically detecting anomalies in a power-usage data set ,"Mitsubishi Electric Us, Inc.",Zafer Sahinoglu,2018-05-30,2019-03-28,2019-12-05,,https://patents.google.com/patent/US20190369570A1/en,https://patentimages.storage.googleapis.com/b4/8a/5e/9cf4d9359f92a5/US20190369570A1-20191205-D00000.png
US-2020311542-A1,Encoder Using Machine-Trained Term Frequency Weighting Factors that Produces a Dense Embedding Vector ,"Microsoft Technology Licensing, Llc","Yan Wang, Ye Wu, Houdong Hu, Surendra Ulabala, Vishal Thakkar, Arun Sacheti",2019-03-28,2019-03-28,2020-10-01,,https://patents.google.com/patent/US20200311542A1/en,https://patentimages.storage.googleapis.com/6e/79/24/022aec508027e4/US20200311542A1-20201001-D00000.png
US-8583580-B2,Method and apparatus for identifying and extracting meaning in documents ,"Northern Light Group, Llc",C. David Seuss,2007-10-10,2011-01-24,2013-11-12,2013-11-12,https://patents.google.com/patent/US8583580B2/en,https://patentimages.storage.googleapis.com/62/fe/e8/49a9808b303d76/US08583580-20131112-D00000.png
US-2019005377-A1,Artificial neural network reduction to reduce inference computation time ,"Advanced Micro Devices, Inc.",Nicholas Malaya,2017-06-30,2017-06-30,2019-01-03,,https://patents.google.com/patent/US20190005377A1/en,https://patentimages.storage.googleapis.com/55/21/5e/324917ea0424a4/US20190005377A1-20190103-D00000.png
US-2020155078-A1,Health monitoring using artificial intelligence based on sensor data ,International Business Machines Corporation,"Li Jun Mei, Qi Cheng Li, Xue Han, Lian Xue Hu",2018-11-16,2018-11-16,2020-05-21,,https://patents.google.com/patent/US20200155078A1/en,https://patentimages.storage.googleapis.com/71/6b/58/746bb5be7e6425/US20200155078A1-20200521-D00000.png
CN-107958014-B,Search engine ,谷歌公司,"S.R.加德里, 陶学军, 田野, M.考特尼, 陈佩君, C.波斯",2016-10-18,2017-09-29,2021-11-09,2021-11-09,https://patents.google.com/patent/CN107958014B/en,https://patentimages.storage.googleapis.com/c0/5a/48/065627ed80e126/HDA0001424513730000011.png
US-2016224899-A1,Methods and Systems For Determining Probabilities of Occurrence For Events and Determining Anomalous events ,Splunk Inc.,"Nghi Nguyen, Jacob Leverich, Adam Oliner",2015-01-29,2015-01-29,2016-08-04,,https://patents.google.com/patent/US20160224899A1/en,https://patentimages.storage.googleapis.com/b8/6c/ea/7ebc0048c397aa/US20160224899A1-20160804-D00000.png
US-2018365634-A1,System and method for facilitating model-based tracking-related prediction for shipped items ,Stamps.Com Inc.,"John Clem, Charles Atkinson, Fabian KWAK",2017-06-20,2017-06-20,2018-12-20,,https://patents.google.com/patent/US20180365634A1/en,https://patentimages.storage.googleapis.com/b9/06/95/d7155710316af0/US20180365634A1-20181220-D00000.png
US-10275456-B2,Determining context using weighted parsing scoring ,International Business Machines Corporation,"Aysu Ezen Can, Roberto DeLima, Corville Allen",2017-06-15,2017-06-15,2019-04-30,2019-04-30,https://patents.google.com/patent/US10275456B2/en,https://patentimages.storage.googleapis.com/55/22/09/7d5076a7bf5ca3/US10275456-20190430-D00000.png
US-10169719-B2,User configurable message anomaly scoring to identify unusual activity in information technology systems ,International Business Machines Corporation,James M. Caffrey,2015-10-20,2015-10-20,2019-01-01,2019-01-01,https://patents.google.com/patent/US10169719B2/en,https://patentimages.storage.googleapis.com/3e/7c/a0/00cba89abe304f/US10169719-20190101-D00000.png
US-10157351-B1,Persona based data mining system ,"Amazon Technologies, Inc.","Rajeev Ramnarain Rastogi, Varnit Agnihotri, Rushi Bhatt, Srujana Merugu",2015-10-20,2015-10-20,2018-12-18,2018-12-18,https://patents.google.com/patent/US10157351B1/en,https://patentimages.storage.googleapis.com/24/a9/23/0e335635d82565/US10157351-20181218-D00000.png
GB-2544853-B,Structured knowledge modeling and extraction from images ,Adobe Inc,"D Cohen Scott, Wei-Tuh Chang Walter, L Price Brian, Hamdy Mahmoud Abdelbaky Elhoseiny Mohammed",2015-11-11,2016-09-09,2020-01-01,2020-01-01,https://patents.google.com/patent/GB2544853B/en,
US-2016078354-A1,Managing inferred questions ,International Business Machines Corporation,"John E. Petri, Michael D. Pfeifer, William C. Rapp",2014-09-16,2014-09-16,2016-03-17,,https://patents.google.com/patent/US20160078354A1/en,https://patentimages.storage.googleapis.com/df/57/75/0891f7ff510d61/US20160078354A1-20160317-D00000.png
US-2020160191-A1,Semi-automated correction of policy rules ,International Business Machines Corporation,"Theodora BRISIMI, Radu Marinescu, Akihiro Kishimoto, Vanessa Lopez Garcia",2018-11-19,2018-11-19,2020-05-21,,https://patents.google.com/patent/US20200160191A1/en,https://patentimages.storage.googleapis.com/c6/7a/bc/a75896f112a630/US20200160191A1-20200521-D00000.png
US-2017076207-A1,Interactive Interface for Model Selection ,"Michael Ryan Chipley, Michael J. Leonard, Philip Lodge Holman, Jerzy Michael Brzezicki, Karl Moss, Dinesh P. Apte","Michael Ryan Chipley, Michael J. Leonard, Philip Lodge Holman, Jerzy Michael Brzezicki, Karl Moss, Dinesh P. Apte",2009-11-03,2016-04-25,2017-03-16,,https://patents.google.com/patent/US20170076207A1/en,https://patentimages.storage.googleapis.com/6a/10/e4/f85526dd03678b/US20170076207A1-20170316-D00000.png
US-2018315019-A1,Multinodal job-search control system ,Linkedin Corporation,"Krishnaram Kenthapadi, Kaushik Rangadurai",2017-04-27,2017-04-27,2018-11-01,,https://patents.google.com/patent/US20180315019A1/en,https://patentimages.storage.googleapis.com/e3/77/eb/68b9efd17b24c1/US20180315019A1-20181101-D00000.png
US-9910914-B1,Information retrieval based on semantics ,"Thomas H. Cowley, Stephen C. Stickells","Thomas H. Cowley, Stephen C. Stickells",2016-05-05,2017-05-05,2018-03-06,2018-03-06,https://patents.google.com/patent/US9910914B1/en,https://patentimages.storage.googleapis.com/8e/91/b7/82f77054067c50/US09910914-20180306-D00000.png
US-10210429-B2,Image based prediction of user demographics ,"Facebook, Inc.","Chaochao Cai, Goran Predovic, Wei Wei, Chang Liu, Liang Xu",2017-04-26,2017-04-26,2019-02-19,2019-02-19,https://patents.google.com/patent/US10210429B2/en,https://patentimages.storage.googleapis.com/0f/e8/45/ac9703e24b76ee/US10210429-20190219-D00000.png
US-11176464-B1,Machine learning-based recommendation system for root cause analysis of service issues ,EMC IP Holding Company LLC,"Omer Sagi, Nimrod Milo, Haim Halbfinger, Ronen Halsadi, Gilad Braunschvig",2017-04-25,2017-04-25,2021-11-16,2021-11-16,https://patents.google.com/patent/US11176464B1/en,https://patentimages.storage.googleapis.com/35/66/69/8aa8f9bf36d3e9/US11176464-20211116-D00000.png
US-10153058-B2,Machine learning for hepatitis C ,The Regents Of The University Of Michigan,"Monica A. Konerman, Ulysses Balis, Peter Higgins, Ji Zhu, Anna Lok, Akbar Waljee, Yiwei Zhang",2014-09-11,2015-09-11,2018-12-11,2018-12-11,https://patents.google.com/patent/US10153058B2/en,https://patentimages.storage.googleapis.com/b4/f6/69/74dac0fa6b6ebc/US10153058-20181211-D00000.png
US-2006218108-A1,System for soft computing simulation ,"Sergey Panfilov, Sergei Ulyanov","Sergey Panfilov, Sergei Ulyanov",2005-03-24,2005-10-04,2006-09-28,,https://patents.google.com/patent/US20060218108A1/en,https://patentimages.storage.googleapis.com/f9/ba/99/71e090f3448163/US20060218108A1-20060928-D00000.png
US-10740860-B2,Humanitarian crisis analysis using secondary information gathered by a focused web crawler ,International Business Machines Corporation,"Ioana M. Baldini Soares, Amit Dhurandhar, Abhishek Kumar, Aleksandra Mojsilovic, Kien T. Pham, Kush R. Varshney, Maja Vukovic",2017-04-11,2017-04-11,2020-08-11,2020-08-11,https://patents.google.com/patent/US10740860B2/en,https://patentimages.storage.googleapis.com/50/38/73/3286bf5cb6c099/US10740860-20200811-D00000.png
US-10359292-B2,Deep learning allergen mapping ,International Business Machines Corporation,"Paul R. Bastide, Anca Sailer, Benjamin C. Wisnewski, Mattia Tomasoni, Sunil K. Mishra",2017-04-05,2017-04-05,2019-07-23,2019-07-23,https://patents.google.com/patent/US10359292B2/en,https://patentimages.storage.googleapis.com/56/98/fa/44e69203b81590/US10359292-20190723-D00000.png
US-2016259841-A1,Research Analysis System ,Tegu LLC,"Crispin C. Andrew, Hugh T. Winskill",2015-03-04,2015-03-04,2016-09-08,,https://patents.google.com/patent/US20160259841A1/en,https://patentimages.storage.googleapis.com/a6/2e/12/3a367f069a3223/US20160259841A1-20160908-D00000.png
US-2018276113-A1,Storage System and Method for Predictive Block Allocation for Efficient Garbage Collection ,Western Digital Technologies Inc.,"Ariel Navon, Micha Yonin, Alexander Bazarsky, Judah Gamliel Hahn, David Gur, Omer FAINZILBER",2017-03-21,2017-03-21,2018-09-27,,https://patents.google.com/patent/US20180276113A1/en,https://patentimages.storage.googleapis.com/6a/d9/5c/d187cef98be7e0/US20180276113A1-20180927-D00000.png
US-11100406-B2,Knowledge network platform ,"Futurewei Technologies, Inc.","Luhui Hu, Hui Zang, Ziang Hu",2017-03-29,2017-03-29,2021-08-24,2021-08-24,https://patents.google.com/patent/US11100406B2/en,https://patentimages.storage.googleapis.com/f7/95/4d/904682b1a400a2/US11100406-20210824-D00000.png
US-2019294792-A1,Lightweight malware inference architecture ,"Cisco Technology, Inc.","Abhishek Singh, Debojyoti Dutta",2018-03-20,2018-08-13,2019-09-26,,https://patents.google.com/patent/US20190294792A1/en,https://patentimages.storage.googleapis.com/99/1b/23/b19a14483004cf/US20190294792A1-20190926-D00000.png
US-10417285-B2,Corpus generation based upon document attributes ,International Business Machines Corporation,"Corville O. Allen, Paul R. Bastide, Matthew E. Broomhall, Robert E. Loredo, Fang Lu",2014-05-31,2015-08-13,2019-09-17,2019-09-17,https://patents.google.com/patent/US10417285B2/en,https://patentimages.storage.googleapis.com/64/ca/0a/1a53a8936f351a/US10417285-20190917-D00000.png
US-10163313-B2,System and method for sound based surveillance ,Tata Consultancy Services Limited,"Sivakumar Subramanian, Sunil Kumar KOPPARAPU",2016-03-14,2017-03-13,2018-12-25,2018-12-25,https://patents.google.com/patent/US10163313B2/en,https://patentimages.storage.googleapis.com/a9/2a/12/728a748a0a432c/US10163313-20181225-D00000.png
US-2017068891-A1,"System for rapid ingestion, semantic modeling and semantic querying over computer clusters ","Infotech Soft, Inc.",Emilio Patrick Shironoshita,2015-09-04,2015-11-25,2017-03-09,,https://patents.google.com/patent/US20170068891A1/en,https://patentimages.storage.googleapis.com/ea/93/c5/f1fcfe0c76dcd4/US20170068891A1-20170309-D00000.png
KR-102443050-B1,Method and apparatus for managing system ,삼성전자주식회사,"쯔윈 리, 페이 쩡, 치아 왕",2016-03-08,2017-03-08,2022-09-14,2022-09-14,https://patents.google.com/patent/KR102443050B1/en,https://patentimages.storage.googleapis.com/66/e3/39/86d947bed9e1cb/112017023276855-pat00001.png
US-2018240145-A1,System and method for providing predictive behavioral analytics ,Syntasa Inc.,"Shahrokh Zargham, Sanjay Marwaha",2017-02-22,2017-02-22,2018-08-23,,https://patents.google.com/patent/US20180240145A1/en,https://patentimages.storage.googleapis.com/0d/ec/0a/d77128d02049dc/US20180240145A1-20180823-D00000.png
US-2018202819-A1,Automatic routing to event endpoints ,"Microsoft Technology Licensing, Llc","Vijay Mital, Olivier Colle, Robin Abraham",2017-01-18,2017-02-17,2018-07-19,,https://patents.google.com/patent/US20180202819A1/en,https://patentimages.storage.googleapis.com/d6/e9/c3/79eecfa6f64e67/US20180202819A1-20180719-D00000.png
US-10984328-B2,Soft temporal matching in a synonym-sensitive framework for question answering ,International Business Machines Corporation,"Stephen A. Boxwell, Kyle M. Brake, Keith G. Frost, Stanley J. Vernier",2017-02-22,2017-02-22,2021-04-20,2021-04-20,https://patents.google.com/patent/US10984328B2/en,https://patentimages.storage.googleapis.com/db/cb/40/128ee260c5109f/US10984328-20210420-D00000.png
WO-2018182501-A1,Method and system of intelligent semtiment and emotion sensing with adaptive learning ,"Agency For Science, Technology And Research","Zhaoxia WANG, Joo Chuan Victor Tong, Seng-Beng Ho",2017-03-30,2017-03-30,2018-10-04,,https://patents.google.com/patent/WO2018182501A1/en,
CN-107256427-A,"Medical knowledge drawing generating method, device and diagnostic data obtain system, method ",成都深泉科技有限公司,赵海丰,2017-06-08,2017-06-08,2017-10-17,,https://patents.google.com/patent/CN107256427A/en,
US-2017124472-A1,Activity sensing online preference assay ,Linkedin Corporation,"Zhoutong Fu, Huangming Xie, Ying Chen, Xin Fu",2015-10-30,2015-10-30,2017-05-04,,https://patents.google.com/patent/US20170124472A1/en,https://patentimages.storage.googleapis.com/b3/b2/e0/14c0629148281b/US20170124472A1-20170504-D00000.png
US-2018144270-A1,System and method for modifying a knowledge representation based on a machine learning classifier ,Primal Fusion Inc.,"Mathew Whitney Wilson, Ihab ILYAS, Peter J. Sweeney",2016-11-23,2016-11-23,2018-05-24,,https://patents.google.com/patent/US20180144270A1/en,https://patentimages.storage.googleapis.com/df/50/44/de15f14d1b4b51/US20180144270A1-20180524-D00000.png
US-10678834-B2,Methodology for generating a consistent semantic model by filtering and fusing multi-source ontologies ,GM Global Technology Operations LLC,"Joseph A. Donndelinger, Susan H. Owen, Dnyanesh G. RAJPATHAK",2017-02-02,2017-02-02,2020-06-09,2020-06-09,https://patents.google.com/patent/US10678834B2/en,https://patentimages.storage.googleapis.com/2a/48/4c/e24831de55f63a/US10678834-20200609-D00000.png
US-11295401-B2,Predictive hotel arrival using keyless entry systems ,International Business Machines Corporation,"Gregory J. Boss, James E. Bostick, John M. Ganci, Jr., Martin G. Keen",2017-01-31,2017-01-31,2022-04-05,2022-04-05,https://patents.google.com/patent/US11295401B2/en,https://patentimages.storage.googleapis.com/5b/71/02/c16caf8ca97837/US11295401-20220405-D00000.png
US-10326863-B2,Speed and accuracy of computers when resolving client queries by using graph database model ,"Adp, Llc","Sunilkumar Muthyala, Amit Kumar Sharma",2017-01-21,2017-01-21,2019-06-18,2019-06-18,https://patents.google.com/patent/US10326863B2/en,https://patentimages.storage.googleapis.com/ca/71/91/157e92590a5741/US10326863-20190618-D00000.png
US-11107471-B2,"Dialog processing server, control method for dialog processing server, and terminal ","Honda Motor Co., Ltd.","Chikashi Takiguchi, Manabu Ichikawa, Takao Yamamoto, Satoshi Honma, Tatsuya RYUZAKI, Susumu Saito, Atsushi Ito",2017-01-20,2017-01-20,2021-08-31,2021-08-31,https://patents.google.com/patent/US11107471B2/en,https://patentimages.storage.googleapis.com/4a/b3/d7/adfbd181b78ec3/US11107471-20210831-D00000.png
US-11635977-B2,Enhanced target selection for robotic process automation ,UiPath Inc.,Dan V. MUNTEANU,2019-12-30,2022-07-31,2023-04-25,2023-04-25,https://patents.google.com/patent/US11635977B2/en,https://patentimages.storage.googleapis.com/bf/22/93/f023c38d0bd461/US11635977-20230425-D00000.png
US-11645548-B1,Automated cloud data and technology solution delivery using machine learning and artificial intelligence modeling ,"Mckinsey & Company, Inc.","Sastry VSM Durvasula, Neema Uthappa, Sriram Venkatesan, Sonam Jha, Jaspreet Singh, Rares Almasan",2021-10-20,2022-07-01,2023-05-09,2023-05-09,https://patents.google.com/patent/US11645548B1/en,https://patentimages.storage.googleapis.com/a5/17/07/0cff734015a8ed/US11645548-20230509-D00000.png
US-11769064-B2,Onboarding of entity data ,Google Llc,Ion Constantinescu,2017-11-21,2022-06-08,2023-09-26,2023-09-26,https://patents.google.com/patent/US11769064B2/en,https://patentimages.storage.googleapis.com/84/a0/3b/eea70d433e75a4/US11769064-20230926-D00000.png
US-11755909-B2,Method of and system for training machine learning algorithm to generate text summary ,Servicenow Canada Inc.,"Sandeep SUBRAMANIAN, Raymond Li, Christopher Pal, Jonathan PILAULT",2020-05-22,2022-06-07,2023-09-12,2023-09-12,https://patents.google.com/patent/US11755909B2/en,https://patentimages.storage.googleapis.com/5d/99/7c/e738344e5c8eea/US11755909-20230912-D00000.png
US-10839313-B2,Identity prediction for unknown users of an online system ,"Facebook, Inc.",Vladislav Belous,2017-01-09,2017-01-09,2020-11-17,2020-11-17,https://patents.google.com/patent/US10839313B2/en,https://patentimages.storage.googleapis.com/98/30/12/cce668a34acf82/US10839313-20201117-D00000.png
US-11551284-B2,Session-based recommendation method and device ,National University Of Defense Technology,"Fei CAI, Chengyu Song, Yitong Wang, Zhiqiang Pan, Xin Zhang, Mengru WANG, Wanyu CHEN, Honghui CHEN",2021-05-17,2022-05-16,2023-01-10,2023-01-10,https://patents.google.com/patent/US11551284B2/en,https://patentimages.storage.googleapis.com/db/84/d9/fd4df17fcfd512/US11551284-20230110-D00000.png
US-10140582-B2,Systems and methods of cognitive patterns knowledge generation ,"Aptima, Inc.","E. Webb Stacy, Alexandra Geyer",2010-03-22,2015-06-14,2018-11-27,2018-11-27,https://patents.google.com/patent/US10140582B2/en,https://patentimages.storage.googleapis.com/bd/96/1c/b11371a398eb6c/US10140582-20181127-D00000.png
US-11613010-B2,Flux sensing system ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-01-03,2022-01-18,2023-03-28,2023-03-28,https://patents.google.com/patent/US11613010B2/en,https://patentimages.storage.googleapis.com/0f/f1/0c/6ef151d75126eb/US11613010-20230328-D00000.png
US-2019102688-A1,"Method, device and system for estimating causality among observed variables ",Nec Corporation,"Lu Feng, Chunchen Liu, Wenjuan WEI, Zheng Pan",2017-09-30,2018-09-25,2019-04-04,,https://patents.google.com/patent/US20190102688A1/en,https://patentimages.storage.googleapis.com/5f/10/3e/b574064ba6d4c6/US20190102688A1-20190404-D00000.png
CN-106096732-A,"A kind of SCADA, intelligent warning system based on SCADA and method ",广东电网有限责任公司肇庆供电局,"何宝华, 张杰明, 何瑞彪, 林世佳, 潘嘉琪, 尹芬, 龙凯, 汪鹏敏, 吴春雷",2016-06-20,2016-06-20,2016-11-09,,https://patents.google.com/patent/CN106096732A/en,
US-11507853-B2,Knowledge driven architecture for information system lifecycle development and method to operate the same ,Kloudform Ltd,Shashi Rekha Balamuni Kumar,2019-01-04,2020-01-03,2022-11-22,2022-11-22,https://patents.google.com/patent/US11507853B2/en,https://patentimages.storage.googleapis.com/5f/ce/f3/3faba30f3a3e6d/US11507853-20221122-D00000.png
GB-2582833-B,Facial localisation in images ,Huawei Tech Co Ltd,"Deng Jiankang, Zafeiriou Stefanos",2019-04-30,2019-04-30,2021-04-07,2021-04-07,https://patents.google.com/patent/GB2582833B/en,
CN-115269751-B,Method for constructing geographic entity space-time knowledge graph ontology library ,泰瑞数创科技(北京)股份有限公司,"刘俊伟, 杨文雪, 吴威玲",2022-05-10,2022-05-10,2023-05-30,2023-05-30,https://patents.google.com/patent/CN115269751B/en,https://patentimages.storage.googleapis.com/ca/2a/a3/20006357c36eb4/HDA0003636295240000011.png
CN-104781843-B,Clinical decision support ,皇家飞利浦有限公司,"S·P·M·德赖斯, J·萨巴奇恩斯基, P·M·达德拉尼马赫塔尼, Z·阿列克索夫斯基",2012-09-10,2013-09-10,2019-06-28,2019-06-28,https://patents.google.com/patent/CN104781843B/en,
US-11314872-B2,Systems and methods for automated threat modeling when deploying infrastructure as a code ,Threatmodeler Software Inc.,Anuraag Agarwwal,2017-05-17,2021-09-20,2022-04-26,2022-04-26,https://patents.google.com/patent/US11314872B2/en,https://patentimages.storage.googleapis.com/ad/23/5e/684ea217341380/US11314872-20220426-D00000.png
JP-7295189-B2,"Document content extraction method, device, electronic device and storage medium ",ベイジン バイドゥ ネットコム サイエンス テクノロジー カンパニー リミテッド,"カイ ズン, フア ル",2020-12-16,2021-09-21,2023-06-20,2023-06-20,https://patents.google.com/patent/JP7295189B2/en,https://patentimages.storage.googleapis.com/6b/15/d5/3995fbd62e1c01/0007295189000001.png
US-11558671-B2,Content receiver control based on intra-content metrics and viewing pattern detection ,Dish Network L.L.C.,Abhijit Sharma,2017-10-13,2021-08-02,2023-01-17,2023-01-17,https://patents.google.com/patent/US11558671B2/en,https://patentimages.storage.googleapis.com/0c/9a/93/5e90ab7bd70f73/US11558671-20230117-D00000.png
US-11620283-B2,Method and system for analytic based connections among user types in an online platform ,"Enquire Ai, Inc.","Cenk Sidar, Fatih Orhan, Bilal Baloch",2018-01-09,2021-07-19,2023-04-04,2023-04-04,https://patents.google.com/patent/US11620283B2/en,https://patentimages.storage.googleapis.com/c2/db/06/eee0108270a36e/US11620283-20230404-D00000.png
US-2017337477-A1,System for determination of automated response follow-up ,International Business Machines Corporation,"Jose Barbosa, Ashok T. Kumar, Dan O'Connor, William G. O'Keeffe, David D. Taieb",2016-05-23,2016-05-23,2017-11-23,,https://patents.google.com/patent/US20170337477A1/en,https://patentimages.storage.googleapis.com/cb/1b/5b/ddbc2c3a23c2e2/US20170337477A1-20171123-D00000.png
CN-108564499-A,The teaching resource tissue and service system of the customer-centric of knowledge based network ,中山大学,"温武少, 姚伟斌",2018-04-16,2018-04-16,2018-09-21,,https://patents.google.com/patent/CN108564499A/en,
AU-2021273796-B2,Dynamic automation of selection of pipeline artifacts ,International Business Machines Corporation,"Muhammed Fatih Bulut, Jinho Hwang, Ali Kanso, Shripad Nadgowda",2020-05-19,2021-05-18,2023-07-20,2023-07-20,https://patents.google.com/patent/AU2021273796B2/en,
US-9355371-B2,Process model generated using biased process mining ,International Business Machines Corporation,"Richard T. Goodwin, Pietro Mazzoleni, Aubrey J. Rembert",2013-03-15,2013-08-20,2016-05-31,2016-05-31,https://patents.google.com/patent/US9355371B2/en,https://patentimages.storage.googleapis.com/33/a2/fd/da324efe1d9e4c/US09355371-20160531-D00000.png
US-11449231-B2,Systems and methods for modifying storage system configuration using artificial intelligence ,Acronis International Gmbh,"Serguei Beloussov, Oleg Melnikov, Kirill Korotaev, Sergey ULASEN",2018-08-16,2021-05-05,2022-09-20,2022-09-20,https://patents.google.com/patent/US11449231B2/en,https://patentimages.storage.googleapis.com/c3/2a/28/1b20dd491f374a/US11449231-20220920-D00000.png
US-2019138923-A1,System and method for obtaining and transforming interactive narrative information ,Andrea Gibb JACOBS,Andrea Gibb JACOBS,2017-11-03,2018-11-05,2019-05-09,,https://patents.google.com/patent/US20190138923A1/en,https://patentimages.storage.googleapis.com/a1/9b/07/d524641f0d96f7/US20190138923A1-20190509-D00000.png
US-2020159777-A1,Simplifying electronic communication based on dynamically structured contact entries ,International Business Machines Corporation,"Komminist Weldemariam, Elizabeth Ondula, Nelson K. Bore, Shikhar KWATRA",2018-11-21,2018-11-21,2020-05-21,,https://patents.google.com/patent/US20200159777A1/en,https://patentimages.storage.googleapis.com/d4/ad/41/b7889d5d699dab/US20200159777A1-20200521-D00000.png
AU-2021201815-B9,Improved parsing of user queries in a remote network management platform using linguistic matching ,"Servicenow, Inc.","Dmitry Korolev, Mikhail RUMIANTSAU, Aliaksei Vertsel",2018-10-05,2021-03-23,2022-12-15,2022-12-15,https://patents.google.com/patent/AU2021201815B9/en,
US-11782997-B2,Information platform systems and methods ,Verity Platforms Inc.,"Jeffrey Carroll Marsh, Eugene Emelyanov, Salar Satti, Mark Stephan",2020-02-13,2021-02-12,2023-10-10,2023-10-10,https://patents.google.com/patent/US11782997B2/en,https://patentimages.storage.googleapis.com/38/3c/43/2ce1dc36d7e6e3/US11782997-20231010-D00000.png
GB-2582609-B,Pre-emptive computer security ,British Telecomm,"Herwono Ian, El-Moussa Fadi",2019-03-27,2019-03-27,2021-10-20,2021-10-20,https://patents.google.com/patent/GB2582609B/en,
CN-107220389-A,A kind of Logistics Knowledge intelligent Answer System and method ,广州市昊链信息科技股份有限公司,"高宇明, 郑捷, 郭健",2017-07-12,2017-07-12,2017-09-29,,https://patents.google.com/patent/CN107220389A/en,
US-2016321546-A1,Method and system for determining a color formula ,Basf Coatings Gmbh,"Benjamin Delespierre, Federic FENOUL, Guido Bischoff, Rooger M. SCARBOROUGH, Jiqiong QIU",2013-12-20,2014-11-17,2016-11-03,,https://patents.google.com/patent/US20160321546A1/en,https://patentimages.storage.googleapis.com/cf/17/89/9e0ace92eecac9/US20160321546A1-20161103-D00000.png
US-2020175387-A1,Hierarchical dynamic deployment of ai model ,International Business Machines Corporation,"Alan Braz, Martin Hirzel, Todd Mummert, Jason Tsay, Peter Westerink",2018-11-30,2018-11-30,2020-06-04,,https://patents.google.com/patent/US20200175387A1/en,https://patentimages.storage.googleapis.com/37/81/f2/a3700b09921d60/US20200175387A1-20200604-D00000.png
US-11204827-B2,Using a machine learning module to determine when to perform error checking of a storage unit ,International Business Machines Corporation,"Matthew G. Borlick, Karl A. Nielsen, Clint A. Hardy, Lokesh M. Gupta",2018-06-29,2021-01-19,2021-12-21,2021-12-21,https://patents.google.com/patent/US11204827B2/en,https://patentimages.storage.googleapis.com/c2/58/13/89fd36ba15ec8f/US11204827-20211221-D00000.png
US-2020175174-A1,Vulnerability Context Graph ,Sap Se,"Jamarber Bakalli, Michele Bezzi, Cedric Dangremont, Sule Kahraman, Henrik Plate, Serena Ponta, Antonino Sabetta",2018-12-04,2018-12-04,2020-06-04,,https://patents.google.com/patent/US20200175174A1/en,https://patentimages.storage.googleapis.com/72/80/4c/58e005cd013ef4/US20200175174A1-20200604-D00000.png
JP-6875394-B2,Generating a streaming analysis application using glossary ,"インターナショナル・ビジネス・マシーンズ・コーポレーションＩｎｔｅｒｎａｔｉｏｎａｌ Ｂｕｓｉｎｅｓｓ Ｍａｃｈｉｎｅｓ Ｃｏｒｐｏｒａｔｉｏｎ, インターナショナル・ビジネス・マシーンズ・コーポレーション","ピヤシック、アレクサンダー, ケルニス、エフゲニー, シャスタマン、ディミトリー, ユレーヴィチ、イファト, ゴレリク、レオニード, ランガナタン、アナンド",2015-12-09,2016-12-06,2021-05-26,2021-05-26,https://patents.google.com/patent/JP6875394B2/en,https://patentimages.storage.googleapis.com/83/c5/7d/e7913810c22c6f/0006875394-2.png
